,timestep,case_id,attitude,pbc,subnorms
0,1,51874,0.30910000000000004,-0.6666666666666666,0.25
1,1,52627,0.0,-0.5,0.25
2,1,51874,0.28549712400000005,-0.6666666666666666,0.25
3,1,38324,0.0625,-0.1666666666666666,0.25
4,1,51874,0.2621148585865692,-0.6666666666666666,0.25
5,1,53252,0.8125,-0.3333333333333333,1.0
6,1,53252,0.8125,-0.3333333333333333,1.0
7,1,43073,0.0625,-0.3333333333333333,0.0
8,1,53252,0.8125,-0.3333333333333333,1.0
9,1,11429,0.625,-0.1666666666666666,0.5
10,1,7543,0.475,-0.3333333333333333,1.0
11,1,63857,0.1875,0.0,0.0
12,1,7543,0.4581923076923077,-0.3333333333333333,1.0
13,1,50494,0.1875,-0.3333333333333333,0.0
14,1,7543,0.4401273602184797,-0.3333333333333333,1.0
15,1,42619,0.3125,-0.3333333333333333,0.25
16,1,69904,0.1625,-0.1666666666666666,0.5
17,1,69904,0.1625,-0.1666666666666666,0.5
18,1,69904,0.1625,-0.1666666666666666,0.5
19,1,9780,0.25,-0.1666666666666666,0.5
20,1,69904,0.18,-0.1666666666666666,0.5
21,1,5486,0.125,-0.1666666666666666,0.5
22,1,69904,0.17038285714285714,-0.1666666666666666,0.5
23,1,33612,0.625,0.0,0.75
24,1,9811,0.325,-0.3333333333333333,0.0
25,1,9811,0.325,-0.3333333333333333,0.0
26,1,9811,0.325,-0.3333333333333333,0.0
27,1,21761,0.5,-0.3333333333333333,0.25
28,1,9811,0.36,-0.3333333333333333,0.0
29,1,26228,0.375,-0.3333333333333333,0.0
30,1,9811,0.363,-0.3333333333333333,0.0
31,1,20091,0.375,-0.3333333333333333,0.25
32,1,9811,0.3654,-0.3333333333333333,0.0
33,1,65553,0.25,-0.3333333333333333,0.25
34,1,9811,0.3494224853333333,-0.3333333333333333,0.0
35,1,80031,0.0,-0.5,0.25
36,1,60302,0.6875,0.0,0.0
37,1,60302,0.6875,0.0,0.0
38,1,60302,0.6875,0.0,0.0
39,1,58563,0.125,-0.6666666666666666,0.0
40,1,60302,0.6875,0.0,0.0
41,1,31867,-0.0625,0.0,0.25
42,1,60302,0.6875,0.0,0.0
43,1,28861,0.1875,-0.1666666666666666,0.0
44,1,60302,0.6875,0.0,0.0
45,1,1293,0.375,0.0,0.75
46,1,60302,0.6875,0.0,0.0
47,1,60481,0.9375,-0.6666666666666666,1.0
48,1,60318,-0.4375,-0.3333333333333333,0.75
49,1,71275,0.125,-0.3333333333333333,0.75
50,1,60318,-0.4375,-0.3333333333333333,0.75
51,1,60317,-0.5,-0.5,1.0
52,1,60318,-0.45,-0.3333333333333333,0.75
53,1,20901,0.25,-0.3333333333333333,0.0
54,1,60318,-0.45,-0.3333333333333333,0.75
55,1,12064,0.0,0.1666666666666666,0.5
56,1,35168,0.0,-0.3333333333333333,0.5
57,1,21142,0.3125,-0.3333333333333333,0.25
58,1,35168,0.0625,-0.3333333333333333,0.5
59,1,7792,0.4375,-0.1666666666666666,0.5
60,1,35168,0.1375,-0.3333333333333333,0.5
61,1,35242,0.8125,-0.5,1.0
62,1,35168,0.2725,-0.3333333333333333,0.5
63,1,37618,0.25,-0.3333333333333333,0.5
64,1,35168,0.26827,-0.3333333333333333,0.5
65,1,78571,0.125,-0.6666666666666666,0.5
66,1,35168,0.2489994481828572,-0.3333333333333333,0.5
67,1,40732,-0.6875,-0.3333333333333333,0.5
68,1,35168,0.2489994481828572,-0.3333333333333333,0.5
69,1,18854,0.0,-0.3333333333333333,0.0
70,1,35168,0.22399984862443267,-0.3333333333333333,0.5
71,1,35264,0.6875,-0.1666666666666666,0.25
72,1,59562,0.5375,0.0,0.75
73,1,13324,0.875,0.0,0.0
74,1,59562,0.605,0.0,0.75
75,1,59959,0.1875,0.0,0.75
76,1,59562,0.605,0.0,0.75
77,1,39593,0.5625,-0.3333333333333333,0.75
78,1,39593,0.5625,-0.3333333333333333,0.75
79,1,39739,0.3125,0.5,0.0
80,1,39593,0.5488636363636363,-0.3333333333333333,0.75
81,1,35727,0.0,-0.6666666666666666,1.0
82,1,39593,0.5488636363636363,-0.3333333333333333,0.75
83,1,72286,0.5,-0.1666666666666666,0.5
84,1,39593,0.5410010330578512,-0.3333333333333333,0.75
85,1,69906,0.0,-0.5,0.5
86,1,49993,0.5,-0.5,0.5
87,1,42396,-1.0,-0.5,0.0
88,1,49993,0.5,-0.5,0.5
89,1,21754,0.5,-0.5,0.5
90,1,49993,0.5,-0.5,0.5
91,1,44251,0.5625,-0.5,0.25
92,1,49993,0.5125,-0.5,0.5
93,1,48500,0.5,-0.1666666666666666,1.0
94,1,48500,0.5,-0.1666666666666666,1.0
95,1,60161,0.5625,-0.5,0.25
96,1,48500,0.5125,-0.1666666666666666,1.0
97,1,47022,0.0,-0.3333333333333333,1.0
98,1,48500,0.5125,-0.1666666666666666,1.0
99,1,55491,-0.375,0.0,0.75
100,1,64680,0.4375,-0.3333333333333333,0.0
101,1,64680,0.4375,-0.3333333333333333,0.0
102,1,64680,0.4375,-0.3333333333333333,0.0
103,1,33139,0.375,-0.1666666666666666,1.0
104,1,64680,0.4275,-0.3333333333333333,0.0
105,1,33205,0.5,-0.5,0.5
106,1,64680,0.442,-0.3333333333333333,0.0
107,1,55955,0.375,-0.1666666666666666,0.25
108,1,56234,0.225,-0.3333333333333333,0.0
109,1,56167,0.5,-0.5,0.0
110,1,56234,0.28,-0.3333333333333333,0.0
111,1,55778,-0.0625,-0.3333333333333333,0.25
112,1,56234,0.2524173333333334,-0.3333333333333333,0.0
113,1,51491,0.3125,-0.8333333333333334,0.0
114,1,56234,0.2642579154876768,-0.3333333333333333,0.0
115,1,48391,-0.875,-0.6666666666666666,0.75
116,1,56234,0.2642579154876768,-0.3333333333333333,0.0
117,1,39793,0.5625,-0.3333333333333333,0.0
118,1,65572,0.3125,0.1666666666666666,0.25
119,1,65534,0.5,0.0,0.5
120,1,65572,0.35,0.1666666666666666,0.25
121,1,62477,0.25,-0.1666666666666666,0.5
122,1,65572,0.3353333333333333,0.1666666666666666,0.25
123,1,36021,0.5625,-0.3333333333333333,0.0
124,1,65572,0.38076666666666653,0.1666666666666666,0.25
125,1,19344,0.125,-0.5,0.0
126,1,65572,0.3595180591746032,0.1666666666666666,0.25
127,1,5760,0.125,-0.3333333333333333,0.0
128,1,65572,0.3377567193758072,0.1666666666666666,0.25
129,1,73540,0.0,-0.1666666666666666,0.5
130,1,73540,0.0,-0.1666666666666666,0.5
131,1,20668,0.1875,-0.3333333333333333,0.0
132,1,73540,0.037500000000000006,-0.1666666666666666,0.5
133,1,73655,-0.375,0.0,0.25
134,1,73540,-0.035100000000000006,-0.1666666666666666,0.5
135,1,73547,0.375,0.0,1.0
136,1,73547,0.375,0.0,1.0
137,1,36579,0.5,0.1666666666666666,0.5
138,1,73547,0.4,0.0,1.0
139,1,38581,0.5,-0.6666666666666666,0.0
140,1,73547,0.42,0.0,1.0
141,1,65094,-0.0625,-0.1666666666666666,-0.25
142,1,73547,0.4099640000000001,0.0,1.0
143,1,60006,0.9375,0.0,0.25
144,1,60129,-0.375,-0.8333333333333334,0.0
145,1,60129,-0.375,-0.8333333333333334,0.0
146,1,60129,-0.375,-0.8333333333333334,0.0
147,1,34242,0.1875,-0.1666666666666666,0.75
148,1,60129,-0.3663461538461539,-0.8333333333333334,0.0
149,1,60117,0.0,0.0,0.25
150,1,60129,-0.3476061390532545,-0.8333333333333334,0.0
151,1,21072,0.4375,0.0,0.0
152,1,60129,-0.3476061390532545,-0.8333333333333334,0.0
153,1,6464,0.3125,-0.1666666666666666,0.25
154,1,60129,-0.3476061390532545,-0.8333333333333334,0.0
155,1,26089,0.75,-0.5,0.25
156,1,60129,-0.3476061390532545,-0.8333333333333334,0.0
157,1,72501,0.4375,-0.5,0.25
158,1,60129,-0.3476061390532545,-0.8333333333333334,0.0
159,1,39593,0.5410010330578512,-0.3333333333333333,0.75
160,1,39739,0.35820020661157026,0.5,0.0
161,1,39675,0.5,0.0,0.0
162,1,39739,0.3865601652892562,0.5,0.0
163,1,73112,0.9375,-0.6666666666666666,0.25
164,1,39739,0.496748132231405,0.5,0.0
165,1,73645,0.0,0.0,0.0
166,1,39739,0.4961019885352797,0.5,0.0
167,1,46653,0.125,-0.1666666666666666,0.25
168,1,49285,0.1767857142857143,-0.1666666666666666,0.0
169,1,35729,0.25,0.0,0.25
170,1,49285,0.19142857142857145,-0.1666666666666666,0.0
171,1,19364,0.0625,-0.1666666666666666,1.0
172,1,49285,0.17273515646258505,-0.1666666666666666,0.0
173,1,18652,0.4375,-0.3333333333333333,0.75
174,1,49285,0.22568812517006806,-0.1666666666666666,0.0
175,1,54010,0.8125,-1.0,-0.5
176,1,54010,0.8125,-1.0,-0.5
177,1,71310,0.25,-0.1666666666666666,0.0
178,1,54010,0.8125,-1.0,-0.5
179,1,55963,-0.375,0.0,0.0
180,1,54010,0.8125,-1.0,-0.5
181,1,52627,0.0,-0.5,0.25
182,1,54010,0.8125,-1.0,-0.5
183,1,34242,0.1875,-0.1666666666666666,0.75
184,1,54010,0.8125,-1.0,-0.5
185,1,60023,0.5997730425929142,-0.3333333333333333,-0.25
186,1,54010,0.8125,-1.0,-0.5
187,1,64935,0.0625,0.0,0.5
188,1,54010,0.8125,-1.0,-0.5
189,1,49433,0.4375,-0.3333333333333333,0.25
190,1,49211,0.6819444444444445,-0.6666666666666666,0.0
191,1,61457,-0.625,-0.6666666666666666,0.25
192,1,49211,0.6819444444444445,-0.6666666666666666,0.0
193,1,64951,0.375,-0.1666666666666666,0.5
194,1,49211,0.6808530864197531,-0.6666666666666666,0.0
195,1,26281,0.3125,-0.5,0.0
196,1,49211,0.6808530864197531,-0.6666666666666666,0.0
197,1,24831,0.1875,-0.6666666666666666,0.5
198,1,49211,0.6808530864197531,-0.6666666666666666,0.0
199,1,41985,-0.25,-0.1666666666666666,0.25
200,1,49211,0.6808530864197531,-0.6666666666666666,0.0
201,1,26209,-0.0625,0.0,0.75
202,1,61284,0.1575,-0.6666666666666666,0.75
203,1,61124,0.375,-0.3333333333333333,0.5
204,1,61284,0.199956,-0.6666666666666666,0.75
205,1,61284,0.199956,-0.6666666666666666,0.75
206,1,61284,0.199956,-0.6666666666666666,0.75
207,1,11139,0.4375,-1.0,0.0
208,1,61284,0.24644519780693336,-0.6666666666666666,0.75
209,1,46592,0.3125,-0.3333333333333333,0.5
210,1,61284,0.2594695826617344,-0.6666666666666666,0.75
211,1,46653,0.125,-0.1666666666666666,0.25
212,1,7546,0.23214285714285715,-0.1666666666666666,0.0
213,1,26329,-1.0,-0.3333333333333333,0.25
214,1,7546,0.23214285714285715,-0.1666666666666666,0.0
215,1,46592,0.3125,-0.3333333333333333,0.5
216,1,7546,0.2482142857142857,-0.1666666666666666,0.0
217,1,1684,0.6897857142857142,-0.3333333333333333,0.0
218,1,65553,0.3379571428571429,-0.3333333333333333,0.25
219,1,65534,0.5,0.0,0.5
220,1,65553,0.3703657142857143,-0.3333333333333333,0.25
221,1,56671,0.4375,-0.3333333333333333,0.75
222,1,65553,0.3837925714285714,-0.3333333333333333,0.25
223,1,62663,0.0,-0.3333333333333333,-0.25
224,1,65553,0.3659527522963592,-0.3333333333333333,0.25
225,1,31354,0.3125,-0.6666666666666666,0.25
226,1,65553,0.3569245708425017,-0.3333333333333333,0.25
227,1,43996,0.0625,-0.1666666666666666,0.5
228,1,65553,0.33502560991807234,-0.3333333333333333,0.25
229,1,60532,-0.125,-0.1666666666666666,0.25
230,1,65553,0.3134755098959369,-0.3333333333333333,0.25
231,1,15214,0.0,0.0,0.0
232,1,15214,0.0,0.0,0.0
233,1,20946,1.0,-0.1666666666666666,0.5
234,1,15214,0.0,0.0,0.0
235,1,14380,0.625,-0.3333333333333333,0.5
236,1,34910,0.475,0.0,0.5
237,1,61597,0.5,-0.1666666666666666,0.0
238,1,34910,0.48,0.0,0.5
239,1,40932,0.0,-0.8333333333333334,1.0
240,1,34910,0.47616,0.0,0.5
241,1,48584,0.03035714285714285,0.0,0.75
242,1,34910,0.4686525080927058,0.0,0.5
243,1,51265,-0.375,0.0,0.25
244,1,51265,-0.375,0.0,0.25
245,1,73628,0.25,-0.1666666666666666,1.0
246,1,51265,-0.375,0.0,0.25
247,1,15002,0.3125,0.0,-0.5
248,1,76263,0.6193181818181819,0.0,0.25
249,1,76263,0.6193181818181819,0.0,0.25
250,1,76263,0.6193181818181819,0.0,0.25
251,1,68220,0.0,-0.3333333333333333,0.0
252,1,76263,0.6193181818181819,0.0,0.25
253,1,39895,0.625,-0.6666666666666666,0.25
254,1,39895,0.625,-0.6666666666666666,0.25
255,1,39787,-0.125,-0.3333333333333333,0.0
256,1,39895,0.625,-0.6666666666666666,0.25
257,1,47710,0.75,0.3333333333333333,0.25
258,1,39895,0.65,-0.6666666666666666,0.25
259,1,14194,0.375,-0.8333333333333334,0.0
260,1,39895,0.6434,-0.6666666666666666,0.25
261,1,57320,0.25,-0.5,0.5
262,1,39895,0.6434,-0.6666666666666666,0.25
263,1,57725,0.4375,-0.1666666666666666,0.25
264,1,39895,0.6323674204444444,-0.6666666666666666,0.25
265,1,26281,0.3125,-0.5,0.0
266,1,39895,0.6279227605951383,-0.6666666666666666,0.25
267,1,61124,0.375,-0.3333333333333333,0.5
268,1,62343,0.007500000000000007,-0.5,0.75
269,1,62343,0.007500000000000007,-0.5,0.75
270,1,62343,0.007500000000000007,-0.5,0.75
271,1,69856,0.5,0.5,0.5
272,1,62343,0.08531500000000003,-0.5,0.75
273,1,6880,0.25,-0.3333333333333333,0.25
274,1,62343,0.11436938644000001,-0.5,0.75
275,1,19444,0.0,-0.1666666666666666,1.0
276,1,48391,-0.875,-0.6666666666666666,0.75
277,1,48260,-0.0625,-0.3333333333333333,0.25
278,1,48391,-0.875,-0.6666666666666666,0.75
279,1,7511,0.3125,0.0,0.5
280,1,48391,-0.875,-0.6666666666666666,0.75
281,1,45630,0.75,-0.3333333333333333,0.5
282,1,48391,-0.875,-0.6666666666666666,0.75
283,1,59418,0.5,-0.3333333333333333,0.5
284,1,61124,0.4,-0.3333333333333333,0.5
285,1,61284,0.2594695826617344,-0.6666666666666666,0.75
286,1,61124,0.3823757806818153,-0.3333333333333333,0.5
287,1,34306,0.25,0.5,0.75
288,1,61124,0.3653154274940609,-0.3333333333333333,0.5
289,1,34225,0.75,-0.1666666666666666,0.5
290,1,61124,0.44199026617336107,-0.3333333333333333,0.5
291,1,51491,0.3125,-0.8333333333333334,0.0
292,1,56167,0.4829545454545455,-0.5,0.0
293,1,45743,0.5,-0.3333333333333333,0.5
294,1,56167,0.4863636363636364,-0.5,0.0
295,1,55646,0.0,-0.3333333333333333,0.5
296,1,56167,0.4837107438016529,-0.5,0.0
297,1,55778,-0.0625,-0.3333333333333333,0.25
298,1,56167,0.4837107438016529,-0.5,0.0
299,1,32156,0.0625,-0.5,0.5
300,1,56167,0.4751671510707374,-0.5,0.0
301,1,56167,0.4751671510707374,-0.5,0.0
302,1,56167,0.4751671510707374,-0.5,0.0
303,1,35264,0.6875,-0.1666666666666666,0.25
304,1,35264,0.6875,-0.1666666666666666,0.25
305,1,43579,0.0625,-0.1666666666666666,0.75
306,1,35264,0.6875,-0.1666666666666666,0.25
307,1,66941,-0.5625,0.0,-0.25
308,1,35264,0.6875,-0.1666666666666666,0.25
309,1,23982,0.3125,-0.8333333333333334,0.25
310,1,23982,0.3125,-0.8333333333333334,0.25
311,1,7093,-0.3125,-0.3333333333333333,0.0
312,1,23982,0.30113636363636365,-0.8333333333333334,0.25
313,1,56001,0.875,0.0,0.25
314,1,23982,0.4054752066115703,-0.8333333333333334,0.25
315,1,60597,-0.3125,-0.5,0.5
316,1,23982,0.4054752066115703,-0.8333333333333334,0.25
317,1,58563,0.125,-0.6666666666666666,0.0
318,1,23982,0.3865340238274123,-0.8333333333333334,0.25
319,1,68085,0.8125,-0.3333333333333333,0.25
320,1,23982,0.4677880510349866,-0.8333333333333334,0.25
321,1,18684,-0.375,0.1666666666666666,0.0
322,1,15159,0.9375,0.0,1.0
323,1,15214,0.0,0.0,0.0
324,1,15159,0.9375,0.0,1.0
325,1,6640,0.4375,-0.8333333333333334,0.0
326,1,15159,0.9375,0.0,1.0
327,1,24698,0.0,-0.3333333333333333,0.0
328,1,50818,0.625,-0.5,0.0
329,1,50818,0.625,-0.5,0.0
330,1,50818,0.625,-0.5,0.0
331,1,31354,0.3125,-0.6666666666666666,0.25
332,1,50818,0.6193181818181819,-0.5,0.0
333,1,24231,-1.0,0.0,0.5
334,1,50818,0.6193181818181819,-0.5,0.0
335,1,48896,0.375,-0.1666666666666666,0.5
336,1,50818,0.6086570247933885,-0.5,0.0
337,1,45559,0.4375,-0.3333333333333333,0.5
338,1,50818,0.5952574257981771,-0.5,0.0
339,1,51923,0.125,-0.5,0.5
340,1,68272,1.0,-0.5,0.5
341,1,5392,0.5,-0.5,1.0
342,1,68272,1.0,-0.5,0.5
343,1,60101,0.8125,-0.3333333333333333,-1.0
344,1,68272,1.0,-0.5,0.5
345,1,64599,0.3125,-0.3333333333333333,0.75
346,1,64489,0.6193181818181819,-1.0,1.0
347,1,55955,0.375,-0.1666666666666666,0.25
348,1,64489,0.6086570247933885,-1.0,1.0
349,1,11139,0.4375,-1.0,0.0
350,1,64489,0.5952574257981771,-1.0,1.0
351,1,73661,0.125,0.0,0.75
352,1,64489,0.5952574257981771,-1.0,1.0
353,1,60101,0.8125,-0.3333333333333333,-1.0
354,1,60317,-0.5,-0.5,1.0
355,1,60481,0.9375,-0.6666666666666666,1.0
356,1,60317,-0.5,-0.5,1.0
357,1,63323,1.0,-0.1666666666666666,0.75
358,1,60317,-0.5,-0.5,1.0
359,1,55491,-0.375,0.0,0.75
360,1,64450,0.06499999999999999,0.0,0.75
361,1,64450,0.06499999999999999,0.0,0.75
362,1,64450,0.06499999999999999,0.0,0.75
363,1,40775,0.0625,0.0,0.75
364,1,64450,0.06459866666666665,0.0,0.75
365,1,50153,0.125,0.5,0.75
366,1,64450,0.0756358609822476,0.0,0.75
367,1,51516,0.125,-0.3333333333333333,0.5
368,1,50839,0.8125,-0.1666666666666666,0.25
369,1,68108,0.5,-0.5,0.5
370,1,50839,0.8125,-0.1666666666666666,0.25
371,1,29295,0.25,-0.3333333333333333,0.0
372,1,50839,0.8125,-0.1666666666666666,0.25
373,1,51784,0.5,0.0,0.5
374,1,50839,0.8125,-0.1666666666666666,0.25
375,1,42740,0.625,-0.1666666666666666,0.0
376,1,50839,0.8125,-0.1666666666666666,0.25
377,1,61946,0.4375,-0.6666666666666666,0.75
378,1,50839,0.8125,-0.1666666666666666,0.25
379,1,18272,0.0,-0.3333333333333333,0.75
380,1,54027,-0.0515625,-0.1666666666666666,-0.5
381,1,53967,0.1875,-0.1666666666666666,0.75
382,1,54027,-0.009818509615384607,-0.1666666666666666,-0.5
383,1,51614,0.25,-1.0,1.0
384,1,54027,0.036247811790403116,-0.1666666666666666,-0.5
385,1,63952,0.875,0.3333333333333333,0.0
386,1,54027,0.11002278900101738,-0.1666666666666666,-0.5
387,1,48817,0.0,-0.1666666666666666,-0.25
388,1,78333,0.5625,-0.1666666666666666,0.0
389,1,62042,0.5,-0.3333333333333333,0.0
390,1,78333,0.553125,-0.1666666666666666,0.0
391,1,78066,-0.125,-0.3333333333333333,0.75
392,1,78333,0.553125,-0.1666666666666666,0.0
393,1,64037,0.125,0.1666666666666666,0.5
394,1,78333,0.5512901785714286,-0.1666666666666666,0.0
395,1,61697,0.125,0.0,0.25
396,1,49809,0.4196428571428572,0.1666666666666666,0.75
397,1,78946,0.3125,-0.8333333333333334,0.5
398,1,49809,0.4048933209647496,0.1666666666666666,0.75
399,1,10393,0.0,0.1666666666666666,0.0
400,1,49809,0.3894900973165451,0.1666666666666666,0.75
401,1,5229,0.375,-0.3333333333333333,0.25
402,1,24231,-1.0,0.0,0.5
403,1,26089,0.75,-0.5,0.25
404,1,24231,-1.0,0.0,0.5
405,1,5760,0.125,-0.3333333333333333,0.0
406,1,24231,-1.0,0.0,0.5
407,1,41943,0.0625,-0.3333333333333333,0.5
408,1,24231,-1.0,0.0,0.5
409,1,51874,0.0625,-0.6666666666666666,0.25
410,1,24231,-1.0,0.0,0.5
411,1,20807,0.9375,-1.0,0.0
412,1,24231,-1.0,0.0,0.5
413,1,31449,0.5625,0.0,0.5
414,1,24231,-1.0,0.0,0.5
415,1,66397,0.0625,-0.1666666666666666,0.0
416,1,54034,0.11416666666666668,0.0,0.0
417,1,39506,0.125,-0.3333333333333333,0.25
418,1,54034,0.11633333333333333,0.0,0.0
419,1,30952,0.375,-0.1666666666666666,0.5
420,1,54034,0.16806666666666667,0.0,0.0
421,1,426,0.25,0.0,1.0
422,1,39553,0.15,0.0,0.0
423,1,55491,-0.375,0.0,0.75
424,1,39553,0.09539999999999997,0.0,0.0
425,1,38963,0.375,0.5,0.5
426,1,38963,0.375,0.5,0.5
427,1,19130,0.0,0.1666666666666666,0.25
428,1,38963,0.35625,0.5,0.5
429,1,38963,0.35625,0.5,0.5
430,1,38956,0.6875,0.0,0.0
431,1,41610,0.375,0.0,0.5
432,1,38956,0.6875,0.0,0.0
433,1,34527,0.4375,-0.1666666666666666,0.25
434,1,38956,0.6819444444444445,0.0,0.0
435,1,60117,0.0,0.0,0.25
436,1,60134,0.5,0.0,0.5
437,1,60134,0.5,0.0,0.5
438,1,60134,0.5,0.0,0.5
439,1,60473,0.375,-0.5,-0.5
440,1,60134,0.485,0.0,0.5
441,1,60090,0.4375,0.0,0.5
442,1,60134,0.4771044444444445,0.0,0.5
443,1,4115,0.4375,0.1666666666666666,0.5
444,1,60134,0.4702989418807133,0.0,0.5
445,1,35066,-0.0625,-0.1666666666666666,0.75
446,1,60134,0.4702989418807133,0.0,0.5
447,1,10621,0.25,-0.3333333333333333,0.0
448,1,60134,0.452122686194577,0.0,0.5
449,1,9811,0.25,-0.3333333333333333,0.0
450,1,60134,0.4334867251020677,0.0,0.5
451,1,34937,0.375,-0.5,0.25
452,1,35092,-0.06499999999999999,0.0,0.25
453,1,35066,-0.0625,-0.1666666666666666,0.75
454,1,35092,-0.06459866666666665,0.0,0.25
455,1,66260,0.375,-0.5,0.5
456,1,35092,-0.0054813441922844505,0.0,0.25
457,1,13878,-0.1875,-0.3333333333333333,0.75
458,1,35092,-0.03443622628268167,0.0,0.25
459,1,43996,0.0625,-0.1666666666666666,0.5
460,1,35092,-0.019670543485678368,0.0,0.25
461,1,58623,-0.0625,-0.6666666666666666,0.25
462,1,35092,-0.0265055214192312,0.0,0.25
463,1,17006,0.3125,-0.8333333333333334,0.75
464,1,44369,0.3125,-0.3333333333333333,0.0
465,1,44432,0.0625,0.0,0.25
466,1,44369,0.2891666666666667,-0.3333333333333333,0.0
467,1,17962,0.0,-0.5,0.0
468,1,44369,0.2647802777777778,-0.3333333333333333,0.0
469,1,45207,0.125,-1.0,0.0
470,1,44369,0.24575611984765436,-0.3333333333333333,0.0
471,1,62047,-0.5625,-0.1666666666666666,0.5
472,1,44369,0.24575611984765436,-0.3333333333333333,0.0
473,1,32139,0.0,-0.6666666666666666,0.0
474,1,44369,0.2207633240551533,-0.3333333333333333,0.0
475,1,73655,-0.375,0.0,0.25
476,1,68220,-0.07500000000000001,-0.3333333333333333,0.0
477,1,68763,0.4375,0.0,0.0
478,1,68220,0.0001666666666666622,-0.3333333333333333,0.0
479,1,68883,0.5,0.0,0.0
480,1,68220,0.07454186666666668,-0.3333333333333333,0.0
481,1,27578,-0.125,0.0,0.5
482,1,66397,0.03035714285714285,-0.1666666666666666,0.0
483,1,66318,-0.0625,0.5,0.5
484,1,66397,0.01383741496598639,-0.1666666666666666,0.0
485,1,66204,0.3125,-0.3333333333333333,0.25
486,1,66397,0.06857666295434141,-0.1666666666666666,0.0
487,1,42800,0.6875,-0.5,0.0
488,1,66397,0.1737688976921815,-0.1666666666666666,0.0
489,1,61534,0.375,-0.1666666666666666,0.25
490,1,65534,0.485,0.0,0.5
491,1,65572,0.25,0.1666666666666666,0.25
492,1,65534,0.4674533333333333,0.0,0.5
493,1,35402,0.0,0.0,0.0
494,1,65534,0.4613677142044445,0.0,0.5
495,1,64709,0.375,0.1666666666666666,1.0
496,1,65534,0.4488681758799719,0.0,0.5
497,1,39793,0.5625,-0.3333333333333333,0.0
498,1,65534,0.4715945407039776,0.0,0.5
499,1,16487,0.4375,-0.1666666666666666,0.0
500,1,65534,0.4656022549317617,0.0,0.5
501,1,5136,0.375,-0.6666666666666666,0.0
502,1,1293,0.375,0.0,0.75
503,1,1162,0.3125,-0.3333333333333333,0.25
504,1,1293,0.3647727272727273,0.0,0.75
505,1,1276,0.5,-0.6666666666666666,0.5
506,1,1293,0.3918181818181818,0.0,0.75
507,1,35092,-0.0265055214192312,0.0,0.25
508,1,1293,0.3733026060554943,0.0,0.75
